event_id,session_id,session_date,session_type,opponent,game_minute,shooter_role,shot_type,velocity_kmh,target_y,target_z,reaction_time_ms,acceleration_g,technique,heart_rate,outcome
evt_00209,S_007,2023-10-01,TRAINING,N/A,45,CB,JUMP,101,0.16,0.45,485,2.0,SPLIT,130,GOAL
evt_00210,S_007,2023-10-01,TRAINING,N/A,47,RW,BOUNCE,75,1.93,0.69,307,1.12,BASIC,131,MISS
evt_00211,S_007,2023-10-01,TRAINING,N/A,50,LB,BOUNCE,99,0.86,0.83,187,4.26,STAR,149,SAVE
evt_00212,S_007,2023-10-01,TRAINING,N/A,52,RB,7M,94,0.47,0.42,323,1.87,BASIC,138,GOAL
evt_00213,S_007,2023-10-01,TRAINING,N/A,55,LB,7M,89,0.48,0.36,331,1.13,BASIC,144,GOAL
evt_00214,S_007,2023-10-01,TRAINING,N/A,57,LW,JUMP,98,0.79,1.28,244,2.08,BASIC,149,MISS
evt_00215,S_007,2023-10-01,TRAINING,N/A,60,RB,HIP,91,0.23,1.81,429,2.69,SPLIT,156,GOAL
evt_00216,S_007,2023-10-01,TRAINING,N/A,62,PV,7M,102,0.41,0.11,421,2.98,BASIC,136,GOAL
evt_00217,S_007,2023-10-01,TRAINING,N/A,65,RB,7M,73,1.09,1.3,201,5.83,KICK,138,SAVE
evt_00218,S_007,2023-10-01,TRAINING,N/A,67,LW,LOB,74,0.59,1.06,254,5.29,KICK,152,SAVE
evt_00219,S_007,2023-10-01,TRAINING,N/A,70,CB,LOB,103,1.42,0.54,290,1.42,BASIC,154,MISS
evt_00220,S_007,2023-10-01,TRAINING,N/A,72,CB,7M,81,1.8,1.3,242,4.49,SPLIT,149,SAVE
evt_00221,S_007,2023-10-01,TRAINING,N/A,75,PV,JUMP,90,2.44,1.22,322,2.86,BASIC,169,MISS
evt_00222,S_007,2023-10-01,TRAINING,N/A,77,CB,HIP,89,2.84,1.89,393,2.15,SPLIT,166,GOAL
evt_00223,S_007,2023-10-01,TRAINING,N/A,80,LW,BOUNCE,74,2.67,1.76,399,3.28,BASIC,146,GOAL
evt_00224,S_007,2023-10-01,TRAINING,N/A,82,CB,BOUNCE,99,0.54,0.92,398,2.02,BASIC,152,MISS
evt_00225,S_007,2023-10-01,TRAINING,N/A,85,PV,JUMP,81,1.72,1.45,251,3.7,BASIC,150,SAVE
evt_00226,S_007,2023-10-01,TRAINING,N/A,87,RB,7M,76,0.1,1.65,377,3.24,BASIC,179,GOAL
evt_00227,S_008,2023-10-04,TRAINING,N/A,1,LB,JUMP,95,0.49,1.67,473,2.46,BASIC,104,GOAL
evt_00228,S_008,2023-10-04,TRAINING,N/A,2,RW,7M,90,2.53,0.39,473,1.98,SPLIT,108,GOAL
evt_00229,S_008,2023-10-04,TRAINING,N/A,5,CB,JUMP,100,2.17,0.74,191,4.04,SPLIT,126,SAVE
evt_00230,S_008,2023-10-04,TRAINING,N/A,8,RW,JUMP,75,1.75,1.45,194,5.8,KICK,109,SAVE
evt_00231,S_008,2023-10-04,TRAINING,N/A,10,LW,7M,75,2.56,1.88,439,1.05,SPLIT,105,GOAL
evt_00232,S_008,2023-10-04,TRAINING,N/A,13,RW,HIP,99,1.94,0.55,228,5.73,SPLIT,132,SAVE
evt_00233,S_008,2023-10-04,TRAINING,N/A,16,PV,LOB,76,1.04,0.56,247,1.24,BASIC,132,MISS
evt_00234,S_008,2023-10-04,TRAINING,N/A,19,CB,7M,88,0.63,0.5,238,5.06,KICK,125,SAVE
evt_00235,S_008,2023-10-04,TRAINING,N/A,21,CB,HIP,80,2.0,0.98,189,5.46,KICK,125,SAVE
evt_00236,S_008,2023-10-04,TRAINING,N/A,24,CB,7M,81,2.34,0.62,220,4.53,SPLIT,135,SAVE
evt_00237,S_008,2023-10-04,TRAINING,N/A,27,CB,7M,110,2.73,0.45,495,3.18,SPLIT,138,GOAL
evt_00238,S_008,2023-10-04,TRAINING,N/A,30,LB,LOB,93,2.53,1.77,407,1.83,SPLIT,144,GOAL
evt_00239,S_008,2023-10-04,TRAINING,N/A,32,RW,BOUNCE,84,0.68,0.87,203,3.55,SPLIT,122,SAVE
evt_00240,S_008,2023-10-04,TRAINING,N/A,35,RB,HIP,99,2.77,0.17,372,2.12,BASIC,136,GOAL
evt_00241,S_008,2023-10-04,TRAINING,N/A,38,LW,7M,109,0.28,1.84,472,3.15,SPLIT,142,GOAL
evt_00242,S_008,2023-10-04,TRAINING,N/A,40,RB,JUMP,72,0.18,1.58,386,2.14,SPLIT,142,GOAL
evt_00243,S_008,2023-10-04,TRAINING,N/A,43,PV,JUMP,85,1.69,1.42,269,3.75,KICK,138,SAVE
evt_00244,S_008,2023-10-04,TRAINING,N/A,46,LW,LOB,101,0.16,1.87,468,2.28,BASIC,154,GOAL
evt_00245,S_008,2023-10-04,TRAINING,N/A,49,RW,7M,103,0.26,1.69,378,2.98,SPLIT,137,GOAL
evt_00246,S_008,2023-10-04,TRAINING,N/A,51,LW,HIP,107,1.5,0.51,282,2.56,BASIC,148,MISS
evt_00247,S_008,2023-10-04,TRAINING,N/A,54,PV,7M,91,0.54,1.35,212,5.5,BLOCK,154,SAVE
evt_00248,S_008,2023-10-04,TRAINING,N/A,57,PV,JUMP,73,0.73,1.23,240,4.26,BLOCK,138,SAVE
evt_00249,S_008,2023-10-04,TRAINING,N/A,60,LB,BOUNCE,103,2.79,0.34,379,1.64,SPLIT,147,GOAL
evt_00250,S_008,2023-10-04,TRAINING,N/A,62,PV,JUMP,76,0.72,1.46,264,4.87,BASIC,146,SAVE
evt_00251,S_008,2023-10-04,TRAINING,N/A,65,LB,7M,109,2.64,1.69,356,2.96,BASIC,165,GOAL
evt_00252,S_008,2023-10-04,TRAINING,N/A,68,PV,7M,82,2.24,1.23,200,4.27,SPLIT,145,SAVE
evt_00253,S_008,2023-10-04,TRAINING,N/A,70,RB,HIP,83,2.71,1.59,393,1.48,BASIC,147,GOAL
evt_00254,S_008,2023-10-04,TRAINING,N/A,73,RB,BOUNCE,90,2.17,0.79,207,4.93,BLOCK,158,SAVE
evt_00255,S_008,2023-10-04,TRAINING,N/A,76,CB,JUMP,91,2.76,1.78,432,3.19,BASIC,171,GOAL
evt_00256,S_008,2023-10-04,TRAINING,N/A,79,PV,LOB,70,0.62,1.43,366,1.84,BASIC,149,MISS
evt_00257,S_008,2023-10-04,TRAINING,N/A,81,PV,BOUNCE,70,0.87,0.84,274,5.48,STAR,168,SAVE
evt_00258,S_008,2023-10-04,TRAINING,N/A,84,PV,LOB,83,2.39,0.59,344,2.15,BASIC,178,MISS
evt_00259,S_008,2023-10-04,TRAINING,N/A,87,PV,HIP,96,0.35,1.68,297,2.73,BASIC,158,GOAL
evt_00260,S_009,2023-10-11,GAME,SPORTING CP,1,LB,7M,109,0.31,1.74,457,2.61,SPLIT,148,GOAL
evt_00261,S_009,2023-10-11,GAME,SPORTING CP,2,LW,LOB,93,2.28,1.21,305,1.77,BASIC,124,MISS
evt_00262,S_009,2023-10-11,GAME,SPORTING CP,5,RB,JUMP,98,2.72,0.29,335,2.58,BASIC,138,GOAL
evt_00263,S_009,2023-10-11,GAME,SPORTING CP,8,RB,BOUNCE,98,1.84,1.27,265,3.55,KICK,132,SAVE
evt_00264,S_009,2023-10-11,GAME,SPORTING CP,11,RB,7M,80,1.38,0.92,268,5.95,STAR,126,SAVE
evt_00265,S_009,2023-10-11,GAME,SPORTING CP,14,RB,JUMP,75,0.46,0.38,392,1.29,BASIC,132,GOAL
evt_00266,S_009,2023-10-11,GAME,SPORTING CP,17,PV,JUMP,82,2.25,0.68,245,4.52,SPLIT,142,SAVE
evt_00267,S_009,2023-10-11,GAME,SPORTING CP,20,CB,JUMP,88,2.05,1.17,260,4.12,KICK,156,SAVE
evt_00268,S_009,2023-10-11,GAME,SPORTING CP,22,CB,LOB,76,0.61,1.32,268,4.57,BLOCK,147,SAVE
evt_00269,S_009,2023-10-11,GAME,SPORTING CP,25,CB,7M,88,0.16,1.76,329,1.16,SPLIT,151,GOAL
evt_00270,S_009,2023-10-11,GAME,SPORTING CP,28,RB,HIP,99,2.55,1.56,500,1.42,SPLIT,150,GOAL
evt_00271,S_009,2023-10-11,GAME,SPORTING CP,31,RB,JUMP,91,0.45,0.46,389,2.54,BASIC,149,GOAL
evt_00272,S_009,2023-10-11,GAME,SPORTING CP,34,RW,LOB,80,2.62,0.27,313,3.21,BASIC,160,GOAL
evt_00273,S_009,2023-10-11,GAME,SPORTING CP,37,LB,JUMP,108,0.37,0.28,371,2.74,BASIC,170,GOAL
evt_00274,S_009,2023-10-11,GAME,SPORTING CP,40,PV,BOUNCE,110,0.26,1.87,461,3.08,SPLIT,153,GOAL
evt_00275,S_009,2023-10-11,GAME,SPORTING CP,42,LB,JUMP,84,1.31,0.63,236,3.52,BLOCK,164,SAVE
evt_00276,S_009,2023-10-11,GAME,SPORTING CP,45,RW,7M,93,0.63,0.65,262,4.76,SPLIT,150,SAVE
evt_00277,S_009,2023-10-11,GAME,SPORTING CP,48,LB,LOB,84,2.07,1.3,218,5.1,SPLIT,163,SAVE
evt_00278,S_009,2023-10-11,GAME,SPORTING CP,51,RB,7M,99,1.44,0.57,190,4.73,SPLIT,158,SAVE
evt_00279,S_009,2023-10-11,GAME,SPORTING CP,54,PV,JUMP,79,2.64,0.15,367,2.49,BASIC,170,GOAL
evt_00280,S_009,2023-10-11,GAME,SPORTING CP,57,PV,JUMP,85,1.24,0.91,248,4.72,BASIC,174,SAVE
evt_00281,S_010,2023-10-14,GAME,SL BENFICA,1,LW,JUMP,93,0.43,1.76,323,2.14,SPLIT,134,GOAL
evt_00282,S_010,2023-10-14,GAME,SL BENFICA,2,RW,BOUNCE,87,0.42,1.58,473,2.28,BASIC,125,GOAL
evt_00283,S_010,2023-10-14,GAME,SL BENFICA,4,LB,BOUNCE,77,0.21,1.84,407,2.65,SPLIT,126,GOAL
evt_00284,S_010,2023-10-14,GAME,SL BENFICA,6,LW,7M,100,1.6,1.3,258,4.37,STAR,136,SAVE
evt_00285,S_010,2023-10-14,GAME,SL BENFICA,8,PV,HIP,105,0.74,0.96,210,5.8,BLOCK,147,SAVE
evt_00286,S_010,2023-10-14,GAME,SL BENFICA,10,CB,JUMP,80,0.22,1.62,452,2.08,BASIC,145,GOAL
evt_00287,S_010,2023-10-14,GAME,SL BENFICA,12,LW,LOB,84,1.09,0.75,203,4.97,SPLIT,149,SAVE
evt_00288,S_010,2023-10-14,GAME,SL BENFICA,14,PV,BOUNCE,71,0.32,0.36,488,3.09,BASIC,154,GOAL
evt_00289,S_010,2023-10-14,GAME,SL BENFICA,16,RB,BOUNCE,71,0.39,0.2,441,1.1,BASIC,139,GOAL
evt_00290,S_010,2023-10-14,GAME,SL BENFICA,18,LB,HIP,86,0.31,0.33,442,1.11,BASIC,160,GOAL
evt_00291,S_010,2023-10-14,GAME,SL BENFICA,20,RW,HIP,89,2.31,0.97,252,5.56,BASIC,132,SAVE
evt_00292,S_010,2023-10-14,GAME,SL BENFICA,22,PV,JUMP,71,0.11,0.43,490,2.77,BASIC,135,GOAL
evt_00293,S_010,2023-10-14,GAME,SL BENFICA,24,LB,JUMP,75,0.15,0.2,355,1.66,SPLIT,149,GOAL
evt_00294,S_010,2023-10-14,GAME,SL BENFICA,26,RW,BOUNCE,109,0.46,0.32,310,1.58,BASIC,137,GOAL
evt_00295,S_010,2023-10-14,GAME,SL BENFICA,28,CB,7M,97,0.21,0.27,470,1.82,SPLIT,156,GOAL
evt_00296,S_010,2023-10-14,GAME,SL BENFICA,31,RW,JUMP,95,0.16,1.57,361,2.09,SPLIT,166,GOAL
evt_00297,S_010,2023-10-14,GAME,SL BENFICA,33,CB,LOB,77,2.09,1.07,189,5.37,STAR,143,SAVE
evt_00298,S_010,2023-10-14,GAME,SL BENFICA,35,RB,HIP,78,0.27,0.18,291,2.24,BASIC,170,GOAL
evt_00299,S_010,2023-10-14,GAME,SL BENFICA,37,PV,BOUNCE,93,0.48,1.79,401,2.12,SPLIT,166,GOAL
evt_00300,S_010,2023-10-14,GAME,SL BENFICA,39,RB,JUMP,73,2.55,1.79,428,3.03,SPLIT,153,GOAL
evt_00301,S_010,2023-10-14,GAME,SL BENFICA,41,LW,LOB,93,1.23,0.51,236,5.89,BASIC,156,SAVE
evt_00302,S_010,2023-10-14,GAME,SL BENFICA,43,RB,HIP,81,2.65,0.15,377,1.28,SPLIT,174,GOAL
evt_00303,S_010,2023-10-14,GAME,SL BENFICA,45,PV,7M,101,2.5,0.29,322,1.54,BASIC,149,GOAL
evt_00304,S_010,2023-10-14,GAME,SL BENFICA,47,LW,BOUNCE,90,2.69,0.48,409,3.39,BASIC,164,GOAL
evt_00305,S_010,2023-10-14,GAME,SL BENFICA,49,CB,JUMP,90,2.66,0.13,476,1.16,BASIC,170,GOAL
evt_00306,S_010,2023-10-14,GAME,SL BENFICA,51,CB,BOUNCE,78,2.28,1.41,180,5.42,KICK,174,SAVE
evt_00307,S_010,2023-10-14,GAME,SL BENFICA,53,CB,HIP,99,1.86,1.42,269,4.22,STAR,160,SAVE
evt_00308,S_010,2023-10-14,GAME,SL BENFICA,55,CB,LOB,86,0.53,0.97,204,5.31,KICK,152,SAVE
evt_00309,S_010,2023-10-14,GAME,SL BENFICA,57,RB,JUMP,84,1.8,0.78,376,2.24,BASIC,161,MISS
evt_00310,S_011,2023-10-20,GAME,ARSENAL,1,PV,BOUNCE,79,2.52,1.66,317,1.79,SPLIT,129,GOAL
evt_00311,S_011,2023-10-20,GAME,ARSENAL,1,RB,HIP,83,2.8,0.1,378,1.74,BASIC,137,GOAL
evt_00312,S_011,2023-10-20,GAME,ARSENAL,3,RB,7M,110,0.51,1.11,380,2.92,BASIC,148,MISS
evt_00313,S_011,2023-10-20,GAME,ARSENAL,5,LW,HIP,77,2.78,1.54,347,2.28,BASIC,144,GOAL
evt_00314,S_011,2023-10-20,GAME,ARSENAL,7,LB,LOB,94,0.72,1.04,199,4.92,KICK,125,SAVE
evt_00315,S_011,2023-10-20,GAME,ARSENAL,9,CB,HIP,78,2.34,0.74,384,2.91,BASIC,129,MISS
evt_00316,S_011,2023-10-20,GAME,ARSENAL,11,LW,HIP,79,2.76,0.33,495,1.61,SPLIT,135,GOAL
evt_00317,S_011,2023-10-20,GAME,ARSENAL,13,RW,LOB,75,1.25,1.07,274,4.94,BASIC,142,SAVE
evt_00318,S_011,2023-10-20,GAME,ARSENAL,15,RW,HIP,76,0.5,0.71,263,4.94,BASIC,131,SAVE
evt_00319,S_011,2023-10-20,GAME,ARSENAL,16,LW,BOUNCE,79,1.07,0.81,183,4.0,SPLIT,155,SAVE
evt_00320,S_011,2023-10-20,GAME,ARSENAL,18,CB,LOB,77,2.56,1.74,318,2.45,SPLIT,136,GOAL
evt_00321,S_011,2023-10-20,GAME,ARSENAL,20,RB,JUMP,82,1.34,0.98,263,5.31,STAR,143,SAVE
evt_00322,S_011,2023-10-20,GAME,ARSENAL,22,PV,JUMP,105,2.14,1.38,239,4.29,SPLIT,137,SAVE
evt_00323,S_011,2023-10-20,GAME,ARSENAL,24,LW,HIP,83,0.11,1.78,492,2.8,BASIC,164,GOAL
evt_00324,S_011,2023-10-20,GAME,ARSENAL,26,RB,BOUNCE,110,1.03,1.29,266,3.76,KICK,156,SAVE
evt_00325,S_011,2023-10-20,GAME,ARSENAL,28,LW,LOB,72,2.51,1.56,445,1.87,BASIC,153,GOAL
evt_00326,S_011,2023-10-20,GAME,ARSENAL,30,PV,JUMP,107,1.98,0.84,239,4.07,BASIC,165,SAVE
evt_00327,S_011,2023-10-20,GAME,ARSENAL,31,RW,BOUNCE,107,1.37,1.09,261,4.89,KICK,161,SAVE
evt_00328,S_011,2023-10-20,GAME,ARSENAL,33,RW,BOUNCE,104,2.57,1.75,485,1.34,SPLIT,150,GOAL
evt_00329,S_011,2023-10-20,GAME,ARSENAL,35,PV,HIP,91,1.12,1.36,335,2.45,BASIC,165,MISS
evt_00330,S_011,2023-10-20,GAME,ARSENAL,37,LB,HIP,110,1.09,1.49,214,4.01,BASIC,144,SAVE
evt_00331,S_011,2023-10-20,GAME,ARSENAL,39,LW,LOB,86,0.29,1.84,319,2.25,BASIC,148,GOAL
evt_00332,S_011,2023-10-20,GAME,ARSENAL,41,RB,JUMP,72,2.6,1.52,418,2.77,BASIC,165,GOAL
evt_00333,S_011,2023-10-20,GAME,ARSENAL,43,CB,BOUNCE,79,2.53,0.34,369,1.13,BASIC,159,GOAL
evt_00334,S_011,2023-10-20,GAME,ARSENAL,45,PV,LOB,78,2.82,1.64,391,2.72,SPLIT,159,GOAL
evt_00335,S_011,2023-10-20,GAME,ARSENAL,46,CB,BOUNCE,94,1.02,0.68,335,1.66,BASIC,148,MISS
evt_00336,S_011,2023-10-20,GAME,ARSENAL,48,LW,BOUNCE,108,1.59,0.92,197,4.69,BLOCK,172,SAVE
evt_00337,S_011,2023-10-20,GAME,ARSENAL,50,CB,JUMP,82,0.85,1.09,277,5.8,SPLIT,178,SAVE
evt_00338,S_011,2023-10-20,GAME,ARSENAL,52,PV,7M,93,2.57,1.52,428,2.6,BASIC,163,GOAL
evt_00339,S_011,2023-10-20,GAME,ARSENAL,54,RW,BOUNCE,100,1.61,0.83,252,4.42,SPLIT,180,SAVE
evt_00340,S_011,2023-10-20,GAME,ARSENAL,56,LW,JUMP,89,1.82,0.81,230,4.2,KICK,169,SAVE
evt_00341,S_011,2023-10-20,GAME,ARSENAL,58,PV,LOB,104,0.19,1.62,433,1.18,BASIC,162,GOAL
evt_00342,S_012,2023-10-25,GAME,CF OS BELENENSES,1,LB,7M,93,1.09,1.33,180,4.22,SPLIT,131,SAVE
evt_00343,S_012,2023-10-25,GAME,CF OS BELENENSES,2,LW,JUMP,82,0.36,1.87,462,1.71,BASIC,141,GOAL
evt_00344,S_012,2023-10-25,GAME,CF OS BELENENSES,4,RB,BOUNCE,97,2.25,0.95,233,3.65,STAR,152,SAVE
evt_00345,S_012,2023-10-25,GAME,CF OS BELENENSES,6,RB,BOUNCE,110,2.88,0.15,468,1.73,BASIC,140,GOAL
evt_00346,S_012,2023-10-25,GAME,CF OS BELENENSES,8,LW,HIP,97,0.15,1.75,405,1.08,SPLIT,139,GOAL
evt_00347,S_012,2023-10-25,GAME,CF OS BELENENSES,10,CB,LOB,73,0.26,1.74,456,2.94,SPLIT,138,GOAL
evt_00348,S_012,2023-10-25,GAME,CF OS BELENENSES,12,LB,LOB,101,0.21,1.64,484,1.47,SPLIT,149,GOAL
evt_00349,S_012,2023-10-25,GAME,CF OS BELENENSES,15,CB,7M,86,0.27,1.8,390,1.4,SPLIT,158,GOAL
evt_00350,S_012,2023-10-25,GAME,CF OS BELENENSES,17,PV,7M,92,0.5,1.27,390,1.48,BASIC,131,MISS
evt_00351,S_012,2023-10-25,GAME,CF OS BELENENSES,19,LW,7M,91,1.26,0.8,254,1.99,BASIC,159,MISS
evt_00352,S_012,2023-10-25,GAME,CF OS BELENENSES,21,PV,BOUNCE,79,1.65,0.96,196,3.89,KICK,145,SAVE
evt_00353,S_012,2023-10-25,GAME,CF OS BELENENSES,23,PV,LOB,74,2.75,1.65,398,3.32,SPLIT,148,GOAL
evt_00354,S_012,2023-10-25,GAME,CF OS BELENENSES,25,RW,BOUNCE,90,0.23,0.21,352,3.02,SPLIT,163,GOAL
evt_00355,S_012,2023-10-25,GAME,CF OS BELENENSES,27,LB,BOUNCE,73,2.21,0.58,240,3.9,BASIC,165,SAVE
evt_00356,S_012,2023-10-25,GAME,CF OS BELENENSES,30,LW,7M,91,2.85,0.22,383,1.23,BASIC,165,GOAL
evt_00357,S_012,2023-10-25,GAME,CF OS BELENENSES,32,RB,7M,107,1.39,0.68,219,5.37,BLOCK,144,SAVE
evt_00358,S_012,2023-10-25,GAME,CF OS BELENENSES,34,RW,7M,77,2.89,1.57,337,1.01,BASIC,161,GOAL
evt_00359,S_012,2023-10-25,GAME,CF OS BELENENSES,36,LW,LOB,89,2.76,1.82,378,2.21,BASIC,154,GOAL
evt_00360,S_012,2023-10-25,GAME,CF OS BELENENSES,38,LW,JUMP,94,1.78,0.66,186,5.37,BASIC,172,SAVE
evt_00361,S_012,2023-10-25,GAME,CF OS BELENENSES,40,LW,BOUNCE,96,2.74,1.56,498,3.12,SPLIT,164,GOAL
evt_00362,S_012,2023-10-25,GAME,CF OS BELENENSES,42,LW,LOB,71,0.75,1.33,262,5.58,BASIC,162,SAVE
evt_00363,S_012,2023-10-25,GAME,CF OS BELENENSES,45,LW,BOUNCE,88,2.65,1.69,332,1.6,BASIC,167,GOAL
evt_00364,S_012,2023-10-25,GAME,CF OS BELENENSES,47,LW,HIP,80,0.23,1.63,467,1.48,SPLIT,169,GOAL
evt_00365,S_012,2023-10-25,GAME,CF OS BELENENSES,49,CB,7M,80,0.45,0.26,469,1.32,BASIC,155,GOAL
evt_00366,S_012,2023-10-25,GAME,CF OS BELENENSES,51,CB,BOUNCE,104,0.28,0.33,351,1.91,SPLIT,174,GOAL
evt_00367,S_012,2023-10-25,GAME,CF OS BELENENSES,53,LW,HIP,79,0.63,1.34,235,4.2,BLOCK,166,SAVE
evt_00368,S_012,2023-10-25,GAME,CF OS BELENENSES,55,CB,JUMP,80,1.46,1.35,376,2.08,BASIC,169,MISS
evt_00369,S_012,2023-10-25,GAME,CF OS BELENENSES,57,RW,LOB,96,0.33,0.15,301,2.42,BASIC,179,GOAL
evt_00370,S_013,2023-11-01,GAME,SL BENFICA,1,RW,HIP,76,2.85,1.53,312,3.23,BASIC,141,GOAL
evt_00371,S_013,2023-11-01,GAME,SL BENFICA,1,CB,LOB,108,0.42,1.54,497,1.37,BASIC,143,GOAL
evt_00372,S_013,2023-11-01,GAME,SL BENFICA,3,CB,LOB,99,0.3,0.31,310,3.04,SPLIT,122,GOAL
evt_00373,S_013,2023-11-01,GAME,SL BENFICA,5,RB,BOUNCE,92,0.53,1.39,277,5.5,STAR,134,SAVE
evt_00374,S_013,2023-11-01,GAME,SL BENFICA,6,PV,LOB,102,2.35,0.69,226,5.41,BASIC,137,SAVE
evt_00375,S_013,2023-11-01,GAME,SL BENFICA,8,RB,7M,97,2.37,0.88,208,1.54,BASIC,144,MISS
evt_00376,S_013,2023-11-01,GAME,SL BENFICA,10,RB,7M,80,1.02,0.51,214,4.33,SPLIT,151,SAVE
evt_00377,S_013,2023-11-01,GAME,SL BENFICA,12,LB,BOUNCE,110,2.78,1.87,293,2.66,BASIC,128,GOAL
evt_00378,S_013,2023-11-01,GAME,SL BENFICA,13,RW,7M,89,0.19,1.57,473,2.32,SPLIT,145,GOAL
evt_00379,S_013,2023-11-01,GAME,SL BENFICA,15,RW,BOUNCE,106,2.05,1.1,229,5.49,SPLIT,135,SAVE
evt_00380,S_013,2023-11-01,GAME,SL BENFICA,17,RW,LOB,93,2.2,0.6,216,4.67,SPLIT,156,SAVE
evt_00381,S_013,2023-11-01,GAME,SL BENFICA,18,LB,LOB,81,0.83,0.77,243,2.72,BASIC,158,MISS
evt_00382,S_013,2023-11-01,GAME,SL BENFICA,20,RB,7M,98,2.44,1.06,204,4.93,STAR,132,SAVE
evt_00383,S_013,2023-11-01,GAME,SL BENFICA,22,PV,HIP,91,2.17,1.33,269,4.0,STAR,154,SAVE
evt_00384,S_013,2023-11-01,GAME,SL BENFICA,24,RW,7M,87,1.97,0.57,189,5.15,BASIC,150,SAVE
evt_00385,S_013,2023-11-01,GAME,SL BENFICA,25,LW,BOUNCE,77,0.3,1.73,407,2.75,BASIC,162,GOAL
evt_00386,S_013,2023-11-01,GAME,SL BENFICA,27,RW,BOUNCE,74,2.79,1.66,435,1.77,BASIC,152,GOAL
evt_00387,S_013,2023-11-01,GAME,SL BENFICA,29,PV,LOB,108,0.43,1.59,349,3.35,SPLIT,164,GOAL
evt_00388,S_013,2023-11-01,GAME,SL BENFICA,30,LB,7M,86,2.54,0.17,414,2.75,BASIC,140,GOAL
evt_00389,S_013,2023-11-01,GAME,SL BENFICA,32,PV,JUMP,88,0.4,0.39,481,1.2,BASIC,138,GOAL
evt_00390,S_013,2023-11-01,GAME,SL BENFICA,34,PV,7M,70,2.7,1.65,388,1.02,SPLIT,154,GOAL
evt_00391,S_013,2023-11-01,GAME,SL BENFICA,36,LW,LOB,100,0.43,0.16,334,2.42,BASIC,146,GOAL
evt_00392,S_013,2023-11-01,GAME,SL BENFICA,37,LW,LOB,108,1.5,1.19,261,5.62,BASIC,170,SAVE
evt_00393,S_013,2023-11-01,GAME,SL BENFICA,39,RB,JUMP,84,2.77,0.49,351,3.11,SPLIT,161,GOAL
evt_00394,S_013,2023-11-01,GAME,SL BENFICA,41,RB,BOUNCE,77,0.21,1.81,340,3.09,SPLIT,163,GOAL
evt_00395,S_013,2023-11-01,GAME,SL BENFICA,42,RW,BOUNCE,75,2.51,0.14,315,1.06,SPLIT,152,GOAL
evt_00396,S_013,2023-11-01,GAME,SL BENFICA,44,LB,HIP,70,2.85,0.38,408,1.98,SPLIT,170,GOAL
evt_00397,S_013,2023-11-01,GAME,SL BENFICA,46,LB,BOUNCE,110,2.88,1.7,448,3.4,BASIC,162,GOAL
evt_00398,S_013,2023-11-01,GAME,SL BENFICA,48,CB,JUMP,79,2.77,1.58,384,3.37,SPLIT,161,GOAL
evt_00399,S_013,2023-11-01,GAME,SL BENFICA,49,CB,HIP,73,0.69,0.99,329,2.41,BASIC,149,MISS
evt_00400,S_013,2023-11-01,GAME,SL BENFICA,51,RW,LOB,102,2.64,1.84,349,1.11,SPLIT,176,GOAL
evt_00401,S_013,2023-11-01,GAME,SL BENFICA,53,RB,BOUNCE,98,2.32,0.88,312,1.74,BASIC,164,MISS
evt_00402,S_013,2023-11-01,GAME,SL BENFICA,54,LB,BOUNCE,100,0.47,0.13,430,2.77,SPLIT,151,GOAL
evt_00403,S_013,2023-11-01,GAME,SL BENFICA,56,LW,LOB,92,0.24,1.76,409,2.12,BASIC,172,GOAL
evt_00404,S_013,2023-11-01,GAME,SL BENFICA,58,LB,HIP,76,2.51,0.21,455,3.28,BASIC,156,GOAL
evt_00405,S_014,2023-11-07,TRAINING,N/A,1,RW,BOUNCE,78,2.67,1.85,303,1.26,SPLIT,128,GOAL
evt_00406,S_014,2023-11-07,TRAINING,N/A,3,PV,LOB,97,2.52,1.74,455,2.26,SPLIT,128,GOAL
evt_00407,S_014,2023-11-07,TRAINING,N/A,7,PV,LOB,85,0.19,0.46,480,2.0,SPLIT,118,GOAL
evt_00408,S_014,2023-11-07,TRAINING,N/A,10,CB,HIP,109,0.85,1.48,254,5.89,BLOCK,106,SAVE
evt_00409,S_014,2023-11-07,TRAINING,N/A,14,LB,BOUNCE,82,2.14,0.71,251,5.24,SPLIT,108,SAVE
evt_00410,S_014,2023-11-07,TRAINING,N/A,18,RW,LOB,91,0.46,1.62,369,2.21,SPLIT,121,GOAL
evt_00411,S_014,2023-11-07,TRAINING,N/A,21,RW,HIP,92,1.34,0.89,278,4.4,BLOCK,138,SAVE
evt_00412,S_014,2023-11-07,TRAINING,N/A,25,LB,BOUNCE,100,2.57,1.57,386,2.52,SPLIT,116,GOAL
evt_00413,S_014,2023-11-07,TRAINING,N/A,28,RW,JUMP,76,2.63,1.78,323,1.62,BASIC,142,GOAL
evt_00414,S_014,2023-11-07,TRAINING,N/A,32,RB,LOB,92,1.61,0.69,195,4.93,BASIC,144,SAVE
evt_00415,S_014,2023-11-07,TRAINING,N/A,36,LW,BOUNCE,98,1.49,1.31,385,1.83,BASIC,123,MISS
evt_00416,S_014,2023-11-07,TRAINING,N/A,39,LW,HIP,71,2.73,1.55,368,2.51,BASIC,152,GOAL
evt_00417,S_014,2023-11-07,TRAINING,N/A,43,RW,JUMP,94,1.51,1.12,277,4.88,BLOCK,145,SAVE
